host,asn,asname,cc,registry
123.163.114.99,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.144,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.172,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
118.81.239.77,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.214.2,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
58.249.98.1,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
110.177.74.207,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
115.204.91.147,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.166.150,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.90,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.197.252.228,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.46.187,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
118.81.15.15,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
125.119.220.251,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.89.118.7,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.0.98,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.80.154.102,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
117.14.115.26,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.88.235.78,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.117.103.216,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.227.137,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.82.62.196,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.0.143,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.247,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.53,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
182.138.158.86,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.42.1.144,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.248.203.65,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
171.116.44.122,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.238.141,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.42.3.74,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.105.238,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.14.250.44,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.248.201.235,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
111.162.140.160,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.179.112,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.11.30,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.162.212,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.152.110.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.90.55.105,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
115.205.4.105,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.130.92,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.24.83.87,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.163.25.9,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.101.57.30,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.160.30,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.24.85.146,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.234.238,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.145,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.42.3.53,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.221,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.158.181,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
106.45.1.134,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.206.178.31,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.135.61,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.184.167.25,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.155.209,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
125.84.183.114,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.215,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
180.95.231.114,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.58,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.193.168.99,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
60.13.6.160,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.162.94,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.88.232.255,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.206.180.5,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.14.202,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
183.184.29.233,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.118.242.164,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.131.218,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.163.114.228,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.167.88.113,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.225.43.83,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.74.164,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
124.225.45.229,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.239.78,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
101.68.4.242,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.163.31.214,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.94.163.125,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
58.19.92.114,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.37,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.33.172,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.7.54,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.205,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.153.61,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.128,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
115.205.6.25,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.104.222,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.13.7.49,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.224,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
60.208.164.159,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.113,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
114.221.124.12,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.24.87.254,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.159.235,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.205,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
125.36.254.62,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.2.139,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
106.45.0.185,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.232.224.19,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.124.168,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.105.164,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.136.155,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
61.159.249.190,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.221.154.128,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.160.232.18,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.29.109,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.96.104.238,AS58563,"CHINATELECOM-HUBEI-IDC CHINANET Hubei province network, CN",CN,apnic
121.57.225.130,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
122.96.73.93,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.162.16,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.87,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.245.7.54,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.211.56.163,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.234.82,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.237,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.157.192.160,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.56.162,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.120.27.220,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.163.31.196,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.118.26.149,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.250.10.110,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.23.0,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.163.65,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.230.46.241,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.4.212,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.80.136.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
60.208.166.169,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.163.127,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.136.221,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.203,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.120.148.121,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.0.16.104,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.242.105.242,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.216.143.192,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.154.208,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
115.200.237.119,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.2.196,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.226.31,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.0.21,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
60.208.211.37,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.162.95,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.137.53,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
180.95.238.34,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.211,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.105.76,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
122.96.131.117,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.37.206.182,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.80.138.178,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.153.124,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
59.173.154.9,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.17.84,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.112.83.197,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.39.47.85,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.220.27,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.106.210,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.248,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
1.202.112.9,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
183.185.109.182,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.52.207.170,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.161.230,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.234,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.158.61.38,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.16,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
171.34.177.155,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.126.165,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.43,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.37.205.98,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.226.227,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.158.61.90,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.225.45.196,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
58.248.202.10,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
27.211.183.177,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.227.142,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.136.108,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.104.97,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.0.39,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.94.163.70,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.39.46.88,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.125.111,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.231.243,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.39.39,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.237,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.228.108,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.163.243,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.238.107,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.184.166.45,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.2.151,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.215.71,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
218.62.245.98,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.100.159,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
150.255.84.38,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.191.156.46,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
183.128.220.164,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.14.252.237,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.232.224.79,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
183.191.126.94,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.89.90.54,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
122.96.73.22,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.75.240,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
125.36.253.109,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.42.1.205,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.46.50,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.176.197,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.242.104.164,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.144.28.209,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.90.52.59,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.138,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
150.255.6.233,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.191.159.222,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.231.228,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
211.97.23.247,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
58.248.206.232,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
220.200.163.69,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
60.208.208.226,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.176.109,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.160.154,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.250.63.230,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.48,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.117.206.205,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.85.68,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.129.83,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.155.78,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
211.97.17.152,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
183.191.121.180,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.79.48.86,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
118.81.227.228,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.117,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.179.5.119,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.11.4.149,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.193.171.17,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.191.149.195,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.234,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.208.164.192,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.163.211,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.87,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.159.26,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.193.168.164,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.163.237,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.46.71,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.218.16,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.163.114.177,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.167.151,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.242.107.73,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.26.97,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.158.61.12,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.96.107.141,AS58563,"CHINATELECOM-HUBEI-IDC CHINANET Hubei province network, CN",CN,apnic
124.235.138.42,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
219.140.118.170,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.13.7.113,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.232.23.223,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.133.78,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.47.117,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.178.60,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.79.48.72,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.75.130,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
123.145.20.140,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.47.130,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.84.185,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.104.142,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.35.0,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.79.41,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.13.7.78,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.25.225,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.245.41.187,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.105.201,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.40,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.0.141,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.104.56,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.163.114.138,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.162.138.114,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.105,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.5.180.124,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
